wavelengths,counts,radiance
474.034,6.20371645540905e-05,17.256550804000003
474.427,6.173055583306446e-05,17.348868862000014
474.82,6.597197647391325e-05,17.3791
475.213,6.377461397323264e-05,17.3791
475.606,0.47397144910691263,17.423483001142856
475.999,0.4767914317170881,17.523606376000007
476.391,0.4689504246914047,17.6023
476.784,0.4715326322384251,17.6023
477.177,0.4870448872612509,17.6023
477.57,0.49771165136135553,17.6023
477.962,0.5014665861648435,17.6023
478.355,0.49379421393572415,17.676965801428576
478.747,0.48727949403428855,17.776207993428578
479.14,0.49369374847813485,17.8241
479.532,0.506828917188306,17.8241
479.925,0.5039487881673562,17.8241
480.317,0.5019362085225472,17.8241
480.71,0.5019264481449278,17.806706260000023
481.102,0.5063325687704198,17.49161901200002
481.494,0.5161140512900179,17.176531763999968
481.886,0.5216219703545137,17.1199
482.278,0.5148750454483553,17.1199
482.671,0.511153735401273,17.1199
483.063,0.5121720851667044,17.1199
483.455,0.512775388926775,17.00839167928573
483.847,0.5098799294697739,16.692454295285728
484.238,0.5037030412774546,16.413800000000002
484.63,0.5083004857448663,16.413800000000002
485.022,0.5028069261888051,16.413800000000002
485.414,0.48215652221903976,16.413800000000002
485.806,0.4416260686910848,16.413800000000002
486.197,0.4041320124288955,16.506934501571433
486.589,0.44040351751745055,16.651770829571433
486.98,0.47420983738750966,16.7375
487.372,0.47879271794067274,16.7375
487.764,0.5023758343270437,16.74778217521947
488.155,0.5148671247230621,16.807896032509255
488.546,0.5062378777770765,16.868009889799048
488.938,0.4943785590565445,16.950641567342124
489.329,0.5076770480121151,17.03472677848091
489.72,0.5426058624098474,17.0606
490.111,0.5433659454292689,17.0606
490.503,0.536865482833361,17.0606
490.894,0.5330130975580404,17.0606
491.285,0.5256297040484871,17.08394071928572
491.676,0.5261543115701611,17.19323923942857
492.067,0.4986859005724129,17.302537759571436
492.458,0.5158384100498162,17.305500000000002
492.849,0.5470157645428988,17.305500000000002
493.24,0.5521886624782212,17.38543528000001
493.63,0.5393667456780307,17.49432071714286
494.021,0.5405756016621259,17.5501
494.412,0.5656982515382176,17.5501
494.802,0.574264643696393,17.5501
495.193,0.5744826935984954,17.5501
495.584,0.5586912713351762,17.5493804182857
495.974,0.5497201556652477,17.41062493685714
496.365,0.5771293400783846,17.271513672142852
496.755,0.5737631851331564,17.2384
497.145,0.5738285949936417,17.2384
497.536,0.5827643995591989,17.2384
497.926,0.5699236263226654,17.2384
498.316,0.5449885187809339,17.200611513714282
498.706,0.5531377186727011,17.061232812285702
499.097,0.5787191062969,16.9253
499.487,0.5815043399186925,16.9253
499.877,0.5788792071507286,16.9253
500.267,0.5610407628629385,16.9253
500.657,0.5512161507165829,16.9253
501.047,0.5589818341998011,16.973671749857154
501.436,0.5507324754591657,17.063940144571426
501.826,0.5482899792860259,17.1286
502.216,0.5607694652462848,17.1286
502.606,0.571949236838118,17.1286
502.995,0.5782985924360139,17.1286
503.385,0.5860828257468541,17.1286
503.775,0.5662274581907071,17.200462525
504.164,0.55015053210666,17.29117493542857
504.554,0.5754914362906681,17.332900000000002
504.943,0.591095725031255,17.332900000000002
505.332,0.5917598395209954,17.332900000000002
505.722,0.6108906906693601,17.332900000000002
506.111,0.6190304878936824,17.33436104771429
506.5,0.6113211693136794,17.370148714285715
506.89,0.5982826845535381,17.40602838
507.279,0.6007685147592496,17.4135
507.668,0.59691045722259,17.4135
508.057,0.5856947613089433,17.4135
508.446,0.592857038829184,17.4135
508.835,0.6168809052520285,17.423919567142857
509.224,0.6260240795159057,17.46024005257143
509.613,0.6218262484148968,17.4953
510.002,0.6023122896696113,17.4953
510.39,0.614753653945556,17.4953
510.779,0.61752636771124,17.34080855985713
511.168,0.6201599322190321,17.142733149714264
511.556,0.6382378890193964,17.0492
511.945,0.6425339371140404,17.0492
512.334,0.6263344697444903,17.0492
512.722,0.6104362454433473,17.0492
513.111,0.6159106419543444,17.04553872214288
513.499,0.6217204684061431,16.84602385642856
513.887,0.6139203936447166,16.6465089907143
514.276,0.6067654236323271,16.5987
514.664,0.6174300414713846,16.5987
515.052,0.6251039978455627,16.598341633161553
515.44,0.6306616386243182,16.597631959321447
515.829,0.636015384603592,16.590189716001106
516.217,0.6250710885095061,16.56251114812692
516.605,0.5766436718642807,16.534832580252736
516.993,0.5291448197306801,16.5346
517.381,0.5397234849249435,16.5346
517.769,0.5966218873146519,16.5346
518.156,0.6070984007033604,16.5346
518.544,0.5589107520779768,16.520164859428576
518.932,0.6018481862688861,16.489650821142856
519.32,0.6239545217504394,16.465700000000002
519.707,0.632212107825089,16.465700000000002
520.095,0.6526174292238482,16.465700000000002
520.483,0.6502807641609154,16.465700000000002
520.87,0.6371707884673218,16.465700000000002
521.258,0.6569243619280886,16.554830257142868
521.645,0.665357788104246,16.682932785714286
522.032,0.6637636271607292,16.755699999999997
522.42,0.6644162949248846,16.755699999999997
522.807,0.6343495283208088,16.755699999999997
523.194,0.6443355699587842,16.755699999999997
523.581,0.6603602703573499,16.755699999999997
523.969,0.6847803263492125,16.872129634000014
524.356,0.6941243804268146,17.00014381600001
524.743,0.6904907604739456,17.0455
525.13,0.6820669924725005,17.0455
525.517,0.6823683888452681,17.0455
525.904,0.6858795186140878,17.0455
526.291,0.6596844025333035,17.058465910571435
526.677,0.6129701621168062,17.167996939714293
527.064,0.6095391083256276,17.277811728
527.451,0.6405568729794167,17.2941
527.838,0.6757058835402985,17.2941
528.224,0.6910968237125052,17.35702794057144
528.611,0.694115488773905,17.464545717999993
528.997,0.7213665652899,17.5375
